ENSRNOT00000094517 ENSRNOG00000064161 TR_V_gene TR_V_gene
ENSRNOT00000103812 ENSRNOG00000062409 protein_coding protein_coding
ENSRNOT00000012929 ENSRNOG00000009764 protein_coding protein_coding
ENSRNOT00000116242 ENSRNOG00000069157 protein_coding protein_coding
ENSRNOT00000110137 ENSRNOG00000069767 protein_coding protein_coding
ENSRNOT00000041332 ENSRNOG00000069767 protein_coding protein_coding
ENSRNOT00000113016 ENSRNOG00000069767 protein_coding protein_coding
ENSRNOT00000070942 ENSRNOG00000069767 protein_coding protein_coding
ENSRNOT00000044187 ENSRNOG00000069767 protein_coding protein_coding
ENSRNOT00000059845 ENSRNOG00000015230 protein_coding protein_coding
ENSRNOT00000119249 ENSRNOG00000015230 protein_coding protein_coding
ENSRNOT00000016132 ENSRNOG00000011830 protein_coding protein_coding
ENSRNOT00000107371 ENSRNOG00000011830 protein_coding protein_coding
ENSRNOT00000096514 ENSRNOG00000011830 protein_coding protein_coding
ENSRNOT00000084882 ENSRNOG00000017069 protein_coding protein_coding
ENSRNOT00000118826 ENSRNOG00000017069 protein_coding protein_coding
ENSRNOT00000023392 ENSRNOG00000017069 protein_coding protein_coding
ENSRNOT00000045743 ENSRNOG00000070507 protein_coding protein_coding
ENSRNOT00000117562 ENSRNOG00000070507 protein_coding protein_coding
ENSRNOT00000112820 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000120182 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000102678 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000028535 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000119247 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000094739 ENSRNOG00000021013 protein_coding protein_coding
ENSRNOT00000108957 ENSRNOG00000033009 protein_coding protein_coding
ENSRNOT00000118969 ENSRNOG00000033009 protein_coding protein_coding
ENSRNOT00000110200 ENSRNOG00000033009 protein_coding protein_coding
ENSRNOT00000047063 ENSRNOG00000033009 protein_coding protein_coding
ENSRNOT00000049036 ENSRNOG00000067419 protein_coding protein_coding
ENSRNOT00000118840 ENSRNOG00000018677 protein_coding protein_coding
ENSRNOT00000025303 ENSRNOG00000018677 protein_coding protein_coding
ENSRNOT00000105853 ENSRNOG00000018677 protein_coding protein_coding
ENSRNOT00000100544 ENSRNOG00000018677 protein_coding protein_coding
ENSRNOT00000084486 ENSRNOG00000059640 protein_coding protein_coding
ENSRNOT00000106071 ENSRNOG00000069344 protein_coding protein_coding
ENSRNOT00000111424 ENSRNOG00000016878 protein_coding protein_coding
ENSRNOT00000115469 ENSRNOG00000016878 protein_coding protein_coding
ENSRNOT00000022905 ENSRNOG00000016878 protein_coding protein_coding
ENSRNOT00000113318 ENSRNOG00000016878 protein_coding protein_coding
ENSRNOT00000110438 ENSRNOG00000016878 protein_coding protein_coding
ENSRNOT00000071281 ENSRNOG00000063734 protein_coding protein_coding
ENSRNOT00000027700 ENSRNOG00000020420 protein_coding protein_coding
ENSRNOT00000103387 ENSRNOG00000020420 protein_coding protein_coding
ENSRNOT00000065791 ENSRNOG00000020420 protein_coding protein_coding
ENSRNOT00000026100 ENSRNOG00000019207 protein_coding protein_coding
ENSRNOT00000044257 ENSRNOG00000019207 protein_coding protein_coding
ENSRNOT00000092327 ENSRNOG00000019207 protein_coding protein_coding
ENSRNOT00000104599 ENSRNOG00000019207 protein_coding protein_coding
ENSRNOT00000024803 ENSRNOG00000018394 protein_coding protein_coding
ENSRNOT00000101177 ENSRNOG00000018394 protein_coding protein_coding
ENSRNOT00000086141 ENSRNOG00000056660 protein_coding protein_coding
ENSRNOT00000006319 ENSRNOG00000004645 protein_coding protein_coding
ENSRNOT00000021098 ENSRNOG00000015760 protein_coding protein_coding
ENSRNOT00000098668 ENSRNOG00000011145 protein_coding protein_coding
ENSRNOT00000033672 ENSRNOG00000011145 protein_coding protein_coding
ENSRNOT00000014925 ENSRNOG00000011145 protein_coding protein_coding
ENSRNOT00000089492 ENSRNOG00000011145 protein_coding protein_coding
ENSRNOT00000112878 ENSRNOG00000070234 protein_coding protein_coding
ENSRNOT00000051124 ENSRNOG00000030326 protein_coding protein_coding
ENSRNOT00000099577 ENSRNOG00000063850 protein_coding protein_coding
ENSRNOT00000106271 ENSRNOG00000013520 protein_coding protein_coding
ENSRNOT00000098451 ENSRNOG00000013520 protein_coding protein_coding
ENSRNOT00000084782 ENSRNOG00000013520 protein_coding protein_coding
ENSRNOT00000101797 ENSRNOG00000013520 protein_coding protein_coding
ENSRNOT00000018170 ENSRNOG00000013520 protein_coding protein_coding
ENSRNOT00000083703 ENSRNOG00000058157 protein_coding protein_coding
ENSRNOT00000040463 ENSRNOG00000033028 protein_coding protein_coding
ENSRNOT00000038038 ENSRNOG00000016714 protein_coding protein_coding
ENSRNOT00000038017 ENSRNOG00000016714 protein_coding protein_coding
ENSRNOT00000115960 ENSRNOG00000016714 protein_coding protein_coding
ENSRNOT00000101073 ENSRNOG00000016714 protein_coding protein_coding
ENSRNOT00000064013 ENSRNOG00000018755 protein_coding protein_coding
ENSRNOT00000107324 ENSRNOG00000018755 protein_coding protein_coding
ENSRNOT00000098802 ENSRNOG00000018755 protein_coding protein_coding
ENSRNOT00000067444 ENSRNOG00000005921 protein_coding protein_coding
ENSRNOT00000051727 ENSRNOG00000062789 protein_coding protein_coding
ENSRNOT00000109061 ENSRNOG00000062789 protein_coding protein_coding
ENSRNOT00000021102 ENSRNOG00000015764 protein_coding protein_coding
ENSRNOT00000107840 ENSRNOG00000067256 protein_coding protein_coding
ENSRNOT00000021366 ENSRNOG00000015734 protein_coding protein_coding
ENSRNOT00000083587 ENSRNOG00000015734 protein_coding protein_coding
ENSRNOT00000108441 ENSRNOG00000015734 protein_coding protein_coding
ENSRNOT00000097620 ENSRNOG00000070505 protein_coding protein_coding
ENSRNOT00000115085 ENSRNOG00000070505 protein_coding protein_coding
ENSRNOT00000104153 ENSRNOG00000070505 protein_coding protein_coding
ENSRNOT00000091075 ENSRNOG00000061046 protein_coding protein_coding
ENSRNOT00000088514 ENSRNOG00000066619 protein_coding protein_coding
ENSRNOT00000045582 ENSRNOG00000066619 protein_coding protein_coding
ENSRNOT00000015620 ENSRNOG00000011653 protein_coding protein_coding
ENSRNOT00000092689 ENSRNOG00000011653 protein_coding protein_coding
ENSRNOT00000107747 ENSRNOG00000011653 protein_coding protein_coding
ENSRNOT00000120180 ENSRNOG00000011653 protein_coding protein_coding
ENSRNOT00000100585 ENSRNOG00000011653 protein_coding protein_coding
ENSRNOT00000109698 ENSRNOG00000064644 protein_coding protein_coding
ENSRNOT00000034449 ENSRNOG00000021472 protein_coding protein_coding
ENSRNOT00000099068 ENSRNOG00000066949 protein_coding protein_coding
ENSRNOT00000063828 ENSRNOG00000006753 protein_coding protein_coding
ENSRNOT00000060478 ENSRNOG00000039466 protein_coding protein_coding
ENSRNOT00000089953 ENSRNOG00000066931 protein_coding protein_coding
ENSRNOT00000088202 ENSRNOG00000019023 protein_coding protein_coding
ENSRNOT00000113724 ENSRNOG00000019023 protein_coding protein_coding
ENSRNOT00000118066 ENSRNOG00000019023 protein_coding protein_coding
ENSRNOT00000051910 ENSRNOG00000019023 protein_coding protein_coding
ENSRNOT00000117722 ENSRNOG00000069276 protein_coding protein_coding
ENSRNOT00000096604 ENSRNOG00000069276 protein_coding protein_coding
ENSRNOT00000021115 ENSRNOG00000015769 protein_coding protein_coding
ENSRNOT00000044305 ENSRNOG00000063784 protein_coding protein_coding
ENSRNOT00000106252 ENSRNOG00000069666 protein_coding protein_coding
ENSRNOT00000002156 ENSRNOG00000001589 protein_coding protein_coding
ENSRNOT00000080145 ENSRNOG00000057094 protein_coding protein_coding
ENSRNOT00000037115 ENSRNOG00000024213 protein_coding protein_coding
ENSRNOT00000089229 ENSRNOG00000024213 protein_coding protein_coding
ENSRNOT00000064588 ENSRNOG00000024213 protein_coding protein_coding
ENSRNOT00000079498 ENSRNOG00000027808 protein_coding protein_coding
ENSRNOT00000108235 ENSRNOG00000027808 protein_coding protein_coding
ENSRNOT00000105748 ENSRNOG00000027808 protein_coding protein_coding
ENSRNOT00000038802 ENSRNOG00000027808 protein_coding protein_coding
ENSRNOT00000114340 ENSRNOG00000027808 protein_coding protein_coding
ENSRNOT00000114217 ENSRNOG00000070396 protein_coding protein_coding
ENSRNOT00000114108 ENSRNOG00000070396 protein_coding protein_coding
ENSRNOT00000044675 ENSRNOG00000033200 protein_coding protein_coding
ENSRNOT00000072741 ENSRNOG00000068411 protein_coding protein_coding
ENSRNOT00000084021 ENSRNOG00000052444 protein_coding protein_coding
ENSRNOT00000098181 ENSRNOG00000052444 protein_coding protein_coding
ENSRNOT00000119570 ENSRNOG00000052444 protein_coding protein_coding
ENSRNOT00000046737 ENSRNOG00000069419 protein_coding protein_coding
ENSRNOT00000110291 ENSRNOG00000069337 protein_coding protein_coding
ENSRNOT00000094013 ENSRNOG00000013102 protein_coding protein_coding
ENSRNOT00000017829 ENSRNOG00000013102 protein_coding protein_coding
ENSRNOT00000102806 ENSRNOG00000013102 protein_coding protein_coding
ENSRNOT00000018927 ENSRNOG00000013102 protein_coding protein_coding
ENSRNOT00000112091 ENSRNOG00000013102 protein_coding protein_coding
ENSRNOT00000102935 ENSRNOG00000049772 protein_coding protein_coding
ENSRNOT00000100949 ENSRNOG00000049772 protein_coding protein_coding
ENSRNOT00000074418 ENSRNOG00000049772 protein_coding protein_coding
ENSRNOT00000119328 ENSRNOG00000049772 protein_coding protein_coding
ENSRNOT00000078998 ENSRNOG00000053859 protein_coding protein_coding
ENSRNOT00000048411 ENSRNOG00000030275 protein_coding protein_coding
ENSRNOT00000115312 ENSRNOG00000063685 protein_coding protein_coding
ENSRNOT00000025580 ENSRNOG00000018915 protein_coding protein_coding
ENSRNOT00000027580 ENSRNOG00000020358 protein_coding protein_coding
ENSRNOT00000032728 ENSRNOG00000025214 protein_coding protein_coding
ENSRNOT00000119884 ENSRNOG00000064903 protein_coding protein_coding
ENSRNOT00000079650 ENSRNOG00000058869 protein_coding protein_coding
ENSRNOT00000089359 ENSRNOG00000053502 protein_coding protein_coding
ENSRNOT00000102090 ENSRNOG00000053502 protein_coding protein_coding
ENSRNOT00000029444 ENSRNOG00000021442 protein_coding protein_coding
ENSRNOT00000071770 ENSRNOG00000050321 protein_coding protein_coding
ENSRNOT00000080993 ENSRNOG00000050321 protein_coding protein_coding
ENSRNOT00000027504 ENSRNOG00000020307 protein_coding protein_coding
ENSRNOT00000101014 ENSRNOG00000020307 protein_coding protein_coding
ENSRNOT00000021131 ENSRNOG00000015785 protein_coding protein_coding
ENSRNOT00000023350 ENSRNOG00000017291 protein_coding protein_coding
ENSRNOT00000117801 ENSRNOG00000017291 protein_coding protein_coding
ENSRNOT00000115458 ENSRNOG00000069815 protein_coding protein_coding
ENSRNOT00000109853 ENSRNOG00000062610 protein_coding protein_coding
ENSRNOT00000118154 ENSRNOG00000014278 protein_coding protein_coding
ENSRNOT00000064034 ENSRNOG00000014278 protein_coding protein_coding
ENSRNOT00000012755 ENSRNOG00000009571 protein_coding protein_coding
ENSRNOT00000074054 ENSRNOG00000009571 protein_coding protein_coding
ENSRNOT00000074579 ENSRNOG00000049605 protein_coding protein_coding
ENSRNOT00000092985 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000098119 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000092999 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000095788 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000107055 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000054742 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000093050 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000092928 ENSRNOG00000024016 protein_coding protein_coding
ENSRNOT00000044143 ENSRNOG00000008663 protein_coding protein_coding
ENSRNOT00000012094 ENSRNOG00000008663 protein_coding protein_coding
ENSRNOT00000086745 ENSRNOG00000008663 protein_coding protein_coding
ENSRNOT00000080065 ENSRNOG00000022921 protein_coding protein_coding
ENSRNOT00000035125 ENSRNOG00000022921 protein_coding protein_coding
ENSRNOT00000116341 ENSRNOG00000022921 protein_coding protein_coding
ENSRNOT00000115787 ENSRNOG00000022921 protein_coding protein_coding
ENSRNOT00000089962 ENSRNOG00000054856 protein_coding protein_coding
ENSRNOT00000051853 ENSRNOG00000015902 protein_coding protein_coding
ENSRNOT00000000010 ENSRNOG00000000009 protein_coding protein_coding
ENSRNOT00000101166 ENSRNOG00000020624 protein_coding protein_coding
ENSRNOT00000027999 ENSRNOG00000020624 protein_coding protein_coding
ENSRNOT00000098561 ENSRNOG00000020624 protein_coding protein_coding
ENSRNOT00000112423 ENSRNOG00000020624 protein_coding protein_coding
ENSRNOT00000106581 ENSRNOG00000069696 protein_coding protein_coding
ENSRNOT00000018860 ENSRNOG00000013981 protein_coding protein_coding
ENSRNOT00000042667 ENSRNOG00000069407 protein_coding protein_coding
ENSRNOT00000039822 ENSRNOG00000021290 protein_coding protein_coding
ENSRNOT00000084866 ENSRNOG00000015928 protein_coding protein_coding
ENSRNOT00000021435 ENSRNOG00000015928 protein_coding protein_coding
ENSRNOT00000102551 ENSRNOG00000019942 protein_coding protein_coding
ENSRNOT00000027006 ENSRNOG00000019942 protein_coding protein_coding
ENSRNOT00000054852 ENSRNOG00000021912 protein_coding protein_coding
ENSRNOT00000040672 ENSRNOG00000030818 protein_coding protein_coding
ENSRNOT00000000102 ENSRNOG00000000091 protein_coding protein_coding
ENSRNOT00000079544 ENSRNOG00000000091 protein_coding protein_coding
ENSRNOT00000093436 ENSRNOG00000062307 protein_coding protein_coding
ENSRNOT00000111903 ENSRNOG00000062307 protein_coding protein_coding
ENSRNOT00000096391 ENSRNOG00000062307 protein_coding protein_coding
ENSRNOT00000065962 ENSRNOG00000043114 protein_coding protein_coding
ENSRNOT00000098890 ENSRNOG00000043114 protein_coding protein_coding
ENSRNOT00000110323 ENSRNOG00000043114 protein_coding protein_coding
ENSRNOT00000079146 ENSRNOG00000053939 protein_coding protein_coding
ENSRNOT00000104668 ENSRNOG00000067758 protein_coding protein_coding
ENSRNOT00000024111 ENSRNOG00000017930 protein_coding protein_coding
ENSRNOT00000108874 ENSRNOG00000017930 protein_coding protein_coding
ENSRNOT00000051292 ENSRNOG00000068161 protein_coding protein_coding
ENSRNOT00000056515 ENSRNOG00000043280 protein_coding protein_coding
ENSRNOT00000079028 ENSRNOG00000060826 protein_coding protein_coding
ENSRNOT00000051381 ENSRNOG00000068810 protein_coding protein_coding
ENSRNOT00000036375 ENSRNOG00000071163 protein_coding protein_coding
ENSRNOT00000117536 ENSRNOG00000070274 protein_coding protein_coding
ENSRNOT00000008387 ENSRNOG00000006397 protein_coding protein_coding
ENSRNOT00000094508 ENSRNOG00000006803 protein_coding protein_coding
ENSRNOT00000105475 ENSRNOG00000006803 protein_coding protein_coding
ENSRNOT00000009839 ENSRNOG00000006803 protein_coding protein_coding
ENSRNOT00000072271 ENSRNOG00000049057 protein_coding protein_coding
ENSRNOT00000057073 ENSRNOG00000019869 protein_coding protein_coding
ENSRNOT00000101774 ENSRNOG00000063801 protein_coding protein_coding
ENSRNOT00000017631 ENSRNOG00000013208 protein_coding protein_coding
ENSRNOT00000008384 ENSRNOG00000006408 protein_coding protein_coding
ENSRNOT00000072397 ENSRNOG00000050189 protein_coding protein_coding
ENSRNOT00000009985 ENSRNOG00000007234 protein_coding protein_coding
ENSRNOT00000039446 ENSRNOG00000023411 protein_coding protein_coding
ENSRNOT00000075397 ENSRNOG00000046005 protein_coding protein_coding
ENSRNOT00000080605 ENSRNOG00000018686 protein_coding protein_coding
ENSRNOT00000100664 ENSRNOG00000018686 protein_coding protein_coding
ENSRNOT00000100297 ENSRNOG00000018686 protein_coding protein_coding
ENSRNOT00000068529 ENSRNOG00000018686 protein_coding protein_coding
ENSRNOT00000114675 ENSRNOG00000018686 protein_coding protein_coding
ENSRNOT00000026631 ENSRNOG00000019671 protein_coding protein_coding
ENSRNOT00000099164 ENSRNOG00000066942 protein_coding protein_coding
ENSRNOT00000113256 ENSRNOG00000066942 protein_coding protein_coding
ENSRNOT00000104803 ENSRNOG00000067229 protein_coding protein_coding
ENSRNOT00000026839 ENSRNOG00000068139 protein_coding protein_coding
ENSRNOT00000029224 ENSRNOG00000070788 protein_coding protein_coding
ENSRNOT00000092117 ENSRNOG00000058906 protein_coding protein_coding
ENSRNOT00000110756 ENSRNOG00000058906 protein_coding protein_coding
ENSRNOT00000105693 ENSRNOG00000058906 protein_coding protein_coding
ENSRNOT00000013905 ENSRNOG00000010342 protein_coding protein_coding
ENSRNOT00000102930 ENSRNOG00000064878 protein_coding protein_coding
ENSRNOT00000009726 ENSRNOG00000007416 protein_coding protein_coding
ENSRNOT00000075766 ENSRNOG00000048810 protein_coding protein_coding
ENSRNOT00000096014 ENSRNOG00000065602 protein_coding protein_coding
ENSRNOT00000114812 ENSRNOG00000009176 protein_coding protein_coding
ENSRNOT00000013146 ENSRNOG00000009176 protein_coding protein_coding
ENSRNOT00000105331 ENSRNOG00000009176 protein_coding protein_coding
ENSRNOT00000108346 ENSRNOG00000016179 protein_coding protein_coding
ENSRNOT00000083627 ENSRNOG00000016179 protein_coding protein_coding
ENSRNOT00000021740 ENSRNOG00000016179 protein_coding protein_coding
ENSRNOT00000101638 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000036527 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000111531 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000118842 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000094060 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000119406 ENSRNOG00000025141 protein_coding protein_coding
ENSRNOT00000023502 ENSRNOG00000017408 protein_coding protein_coding
ENSRNOT00000106363 ENSRNOG00000017408 protein_coding protein_coding
ENSRNOT00000115036 ENSRNOG00000037393 protein_coding protein_coding
ENSRNOT00000056583 ENSRNOG00000037393 protein_coding protein_coding
ENSRNOT00000028482 ENSRNOG00000021794 protein_coding protein_coding
ENSRNOT00000093989 ENSRNOG00000069504 protein_coding protein_coding
ENSRNOT00000105732 ENSRNOG00000069504 protein_coding protein_coding
ENSRNOT00000117435 ENSRNOG00000069504 protein_coding protein_coding
ENSRNOT00000096177 ENSRNOG00000070568 protein_coding protein_coding
ENSRNOT00000115033 ENSRNOG00000018964 protein_coding protein_coding
ENSRNOT00000025657 ENSRNOG00000018964 protein_coding protein_coding
ENSRNOT00000085988 ENSRNOG00000013949 protein_coding protein_coding
ENSRNOT00000109065 ENSRNOG00000013949 protein_coding protein_coding
ENSRNOT00000019059 ENSRNOG00000013949 protein_coding protein_coding
ENSRNOT00000114588 ENSRNOG00000013949 protein_coding protein_coding
ENSRNOT00000072934 ENSRNOG00000046734 protein_coding protein_coding
ENSRNOT00000009046 ENSRNOG00000016387 protein_coding protein_coding
ENSRNOT00000041926 ENSRNOG00000033543 protein_coding protein_coding
ENSRNOT00000095897 ENSRNOG00000067740 protein_coding protein_coding
ENSRNOT00000114374 ENSRNOG00000067740 protein_coding protein_coding
ENSRNOT00000043097 ENSRNOG00000067740 protein_coding protein_coding
